"Id","Salary"
72630956,21884.6725413236
72630958,34990.6586594936
72630976,24393.2594449386
72630983,24085.4304140765
72630989,32957.5631309991
72630999,22315.9670135043
72631006,29262.4989936553
72631008,40038.1201188959
72631010,21619.0859625142
72631012,29876.8446565004
72631013,32957.5631309991
72631016,27120.9839864849
72631021,31044.4921766532
72631034,32957.5631309991
72631038,32959.5736399842
72631043,34990.6586594936
72631052,28119.6380626494
72631062,32957.5631309991
72631080,32330.3601882785
72631085,27562.2321757161
72631088,27562.2321757161
72631093,34634.8802167587
72631104,32957.5631309991
72631107,22315.9670135043
72631118,40347.6569145285
72631130,23598.945561387
72631137,32957.5631309991
72631138,24368.6448407742
72631162,27562.2321757161
72631169,35520.5456144019
72631170,22952.7302864533
72631180,32957.5631309991
72631184,39443.2470823906
72631185,20613.0865926476
72631186,25459.02125509
72631192,40347.6569145285
72631195,33828.4431751496
72631203,31862.8769586169
72631211,31044.4921766532
72631215,37711.7471353178
72631218,20613.0865926476
72631221,44203.3841214883
72631224,32957.5631309991
72631230,22315.9670135043
72631232,32769.5437149391
72631236,32957.5631309991
72631245,31044.4921766532
72631250,32769.5437149391
72631262,37149.1723632201
72631308,31044.4921766532
72631320,27562.2321757161
72631422,29074.8355132614
72631424,31044.4921766532
72631425,25018.468439447
72631432,26686.7998101849
72631436,27562.2321757161
72631439,27562.2321757161
72631455,20036.9382095123
72631475,31044.4921766532
72631476,32957.5631309991
72631488,32957.5631309991
72631489,32957.5631309991
72631502,34992.7931933287
72631506,22315.9670135043
72631640,25317.1813346676
72631642,21884.6725413236
72631663,20362.9316434928
72631674,38780.6320429292
72631744,39215.8352424053
72631768,28649.9206893188
72632173,24596.362267766
72632178,27945.6251979399
72632194,21449.258063886
72632199,21449.258063886
72632201,21449.258063886
72632223,29074.8355132614
72632292,27667.3775245746
72632551,30832.3715709973
72632773,34140.996399228
72632782,34140.996399228
72632796,38483.1170570999
72632938,35520.5456144019
72632948,35520.5456144019
72632951,35520.5456144019
72632953,35520.5456144019
72633084,29074.8355132614
72633197,25950.1654354362
72633201,25950.1654354362
72633202,25534.7250808366
72633216,28782.2828254924
72633219,18482.8464160475
72633227,25950.1654354362
72633239,27550.9866217833
72633244,25950.1654354362
72633310,17667.3082552077
72633347,27109.9184644262
72633367,25661.030077047
72633381,29250.559720793
72633471,25661.030077047
72633563,19469.3606785518
72633576,31677.5551929178
72633607,31677.5551929178
72633623,29250.559720793
72633655,27550.9866217833
72633724,25950.1654354362
72633730,25950.1654354362
72633739,31677.5551929178
72633745,34548.998346149
72633747,26644.6329634133
72633780,24170.0228338309
72633803,27550.9866217833
72633813,25950.1654354362
72633835,34548.998346149
72633879,31677.5551929178
72633888,40247.578518291
72633904,20076.3708964367
72633908,31677.5551929178
72633936,34548.998346149
72634006,31677.5551929178
72634007,31677.5551929178
72634040,33631.6892276572
72634072,33631.6892276572
72634078,31677.5551929178
72634079,31677.5551929178
72634128,34548.998346149
72634155,31677.5551929178
72634176,32981.69894737
72634185,31677.5551929178
72634186,31677.5551929178
72634194,31677.5551929178
72634207,37909.0351740643
72634292,31677.5551929178
72634383,31677.5551929178
72634432,31677.5551929178
72634607,34548.998346149
72634657,33631.6892276572
72634723,35706.370438543
72634770,31677.5551929178
72634794,34548.998346149
72634816,31677.5551929178
72634823,29260.313381887
72634831,31677.5551929178
72634853,34548.998346149
72634857,31677.5551929178
72634861,24430.1389822389
72634863,24430.1389822389
72634866,31677.5551929178
72634867,35706.370438543
72634868,31677.5551929178
72634870,31677.5551929178
72634876,31677.5551929178
72634886,34548.998346149
72634887,34548.998346149
72634888,31677.5551929178
72634891,31677.5551929178
72634896,31677.5551929178
72634897,31677.5551929178
72634900,34548.998346149
72634902,34548.998346149
72634905,31677.5551929178
72634906,31677.5551929178
72634911,31677.5551929178
72634912,31677.5551929178
72634915,34548.998346149
72634930,29260.313381887
72634985,31677.5551929178
72635049,31677.5551929178
72635056,31677.5551929178
72635082,31677.5551929178
72635086,31677.5551929178
72635087,31677.5551929178
72635089,31677.5551929178
72635100,26644.6329634133
72635102,31677.5551929178
72635107,31677.5551929178
72635123,36680.2667828451
72635125,34548.998346149
72635128,31677.5551929178
72635129,34548.998346149
72635132,31677.5551929178
72635135,24430.1389822389
72635151,31677.5551929178
72635152,34548.998346149
72635154,34548.998346149
72635163,31677.5551929178
72635164,31677.5551929178
72635167,31677.5551929178
72635181,31677.5551929178
72635188,34548.998346149
72635192,31677.5551929178
72635197,26084.8923068027
72635221,31677.5551929178
72635222,31677.5551929178
72635223,33631.6892276572
72635226,31677.5551929178
72635229,33631.6892276572
72635230,31677.5551929178
72635232,31677.5551929178
72635233,31677.5551929178
72635234,34548.998346149
72635235,25937.1923444024
72635236,31677.5551929178
72635237,31677.5551929178
72635238,31677.5551929178
72635239,31677.5551929178
72635242,31677.5551929178
72635247,34548.998346149
72635250,31912.6432731976
72635251,31677.5551929178
72635254,31677.5551929178
72635255,33631.6892276572
72635256,31677.5551929178
72635258,31677.5551929178
72635259,31677.5551929178
72635265,34548.998346149
72635268,31677.5551929178
72635269,33631.6892276572
72635271,31677.5551929178
72635272,33631.6892276572
72635275,28694.8074637143
72635278,31677.5551929178
72635280,31677.5551929178
72635281,34548.998346149
72635283,31677.5551929178
72635284,31677.5551929178
72635287,31677.5551929178
72635289,48164.9186759817
72635290,33631.6892276572
72635295,34548.998346149
72635296,31677.5551929178
72635298,31677.5551929178
72635300,34548.998346149
72635301,33631.6892276572
72635304,31677.5551929178
72635308,35706.370438543
72635311,33631.6892276572
72635312,31677.5551929178
72635319,31677.5551929178
72635325,33631.6892276572
72635326,33631.6892276572
72635327,31677.5551929178
72635328,31677.5551929178
72635343,31677.5551929178
72635344,31677.5551929178
72635346,31677.5551929178
72635347,31677.5551929178
72635348,31677.5551929178
72635351,37909.0351740643
72635358,28745.5321006597
72635359,34548.998346149
72635360,33631.6892276572
72635362,34548.998346149
72635364,31677.5551929178
72635365,31677.5551929178
72635371,21864.2739793247
72635377,26644.6329634133
72635379,31065.3319162551
72635382,31677.5551929178
72635396,31677.5551929178
72635397,33631.6892276572
72635399,31677.5551929178
72635400,31677.5551929178
72635401,34548.998346149
72635412,31677.5551929178
72635416,34548.998346149
72635429,31677.5551929178
72635433,33631.6892276572
72635435,31677.5551929178
72635436,31677.5551929178
72635441,31677.5551929178
72635447,34548.998346149
72635450,31677.5551929178
72635459,31677.5551929178
72635460,31677.5551929178
72635461,33631.6892276572
72635463,31677.5551929178
72635465,33631.6892276572
72635467,31677.5551929178
72635474,31677.5551929178
72635475,31677.5551929178
72635477,31677.5551929178
72635483,31677.5551929178
72635489,34548.998346149
72635492,31677.5551929178
72635498,31677.5551929178
72635501,29260.313381887
72635503,33631.6892276572
72635511,31677.5551929178
72635512,33631.6892276572
72635513,31677.5551929178
72635514,31677.5551929178
72635516,31170.4241383996
72635520,31677.5551929178
72635522,31677.5551929178
72635526,31677.5551929178
72635528,31677.5551929178
72635529,31677.5551929178
72635537,31677.5551929178
72635540,31677.5551929178
72635546,31677.5551929178
72635548,33631.6892276572
72635550,34548.998346149
72635553,31677.5551929178
72635557,31677.5551929178
72635560,31677.5551929178
72635564,33631.6892276572
72635566,31677.5551929178
72635574,31677.5551929178
72635576,31677.5551929178
72635578,24430.1389822389
72635584,31677.5551929178
72635585,35706.370438543
72635586,37909.0351740643
72635587,31677.5551929178
72635590,31677.5551929178
72635593,31677.5551929178
72635597,29260.313381887
72635598,31677.5551929178
72635599,31677.5551929178
72635603,31677.5551929178
72635605,31677.5551929178
72635606,31677.5551929178
72635608,31677.5551929178
72635615,31677.5551929178
72635616,31677.5551929178
72635618,31677.5551929178
72635620,31677.5551929178
72635621,31677.5551929178
72635623,31677.5551929178
72635624,34548.998346149
72635627,31677.5551929178
72635628,31677.5551929178
72635629,31677.5551929178
72635631,51136.12987874
72635632,31677.5551929178
72635635,31677.5551929178
72635638,48164.9186759817
72635640,31677.5551929178
72635641,31677.5551929178
72635642,31677.5551929178
72635643,31677.5551929178
72635644,31677.5551929178
72635645,31677.5551929178
72635843,31973.404844101
72635847,31973.404844101
72635942,28554.553266739
72636273,29074.8355132614
72636283,35915.2617995106
72636285,31862.8769586169
72636287,30850.8473969079
72636289,28941.7806644641
72636294,31565.2368442476
72636295,31565.2368442476
72636297,32622.6545976457
72636303,28941.7806644641
72636304,31565.2368442476
72636310,31565.2368442476
72636311,30727.1494619601
72636314,35579.7672161592
72636320,28941.7806644641
72636321,31059.903912162
72636322,28941.7806644641
72636324,33512.4421527477
72636326,31565.2368442476
72636328,30727.1494619601
72636331,28941.7806644641
72636333,31565.2368442476
72636336,30727.1494619601
72636337,30727.1494619601
72636341,28941.7806644641
72636355,30727.1494619601
72636356,18698.3381925618
72636360,28941.7806644641
72636361,28941.7806644641
72636363,28941.7806644641
72636367,28643.6097560365
72636379,28941.7806644641
72636386,31565.2368442476
72637071,28609.3718149429
72637074,26820.8504172683
72637095,29074.8355132614
72637098,26383.7159300321
72637099,29074.8355132614
72637101,24573.8324118497
72637113,29074.8355132614
72637114,26383.7159300321
72637115,23941.6820074228
72637117,30868.4122361145
72637119,29074.8355132614
72637120,30868.4122361145
72637121,32772.6316299913
72637125,25013.9059818688
72637166,29074.8355132614
72637224,19463.9495521617
72637246,34520.3825719745
72637247,21449.258063886
72637249,38159.7866935
72637250,26067.6574813276
72637252,29885.909503673
72637254,19572.0748060902
72637257,29885.909503673
72637258,21449.258063886
72637261,25650.336177748
72637265,27945.6251979399
72637267,28424.0194301462
72637276,21346.2047809009
72637283,17742.5690201275
72637285,42295.9405848757
72637288,18078.5745261039
72637290,19572.0748060902
72637291,31677.5551929178
72637292,28149.4200717879
72637293,28149.4200717879
72637295,26491.7684452537
72637819,24651.7486849119
72637825,20878.113012282
72637826,23997.2210592808
72637828,23997.2210592808
72650018,28739.5747093079
72650022,28739.5747093079
72650026,28739.5747093079
72650027,28739.5747093079
72650035,28739.5747093079
72650036,28739.5747093079
72650038,28739.5747093079
72650040,28739.5747093079
72650047,28739.5747093079
72650048,28739.5747093079
72650052,29019.9310631702
72650054,28739.5747093079
72650058,28739.5747093079
72650066,28739.5747093079
72650068,28739.5747093079
72650075,30512.4697683291
72650086,30512.4697683291
72650089,28739.5747093079
72650112,28739.5747093079
72650117,28739.5747093079
72650119,28739.5747093079
72650131,28739.5747093079
72650135,28739.5747093079
72650138,30512.4697683291
72650145,29588.8751314038
72650155,34393.1071039971
72650157,28739.5747093079
72650160,28739.5747093079
72650161,28739.5747093079
72650168,30810.1208246897
72650171,28739.5747093079
72650172,28739.5747093079
72650180,28739.5747093079
72650185,28739.5747093079
72650189,29303.0223108485
72650196,28739.5747093079
72650200,28739.5747093079
72650207,28739.5747093079
72650209,30512.4697683291
72650212,28739.5747093079
72650213,28739.5747093079
72650214,28739.5747093079
72650225,34393.1071039971
72650226,28739.5747093079
72650251,26033.4662144948
72650254,22649.6913282149
72650920,38780.6320429292
72651141,33083.8892224502
72651147,22433.2058506235
72651148,35520.5456144019
72651149,42034.3811592095
72651371,44627.4100199338
72651488,34393.8438525961
72651575,34393.8438525961
72651924,35068.1450217165
72652051,34393.8438525961
72652420,33083.8892224502
72653067,26542.1265682391
72653314,35520.5456144019
72653645,33083.8892224502
72653646,33083.8892224502
72653654,26890.6056584602
72653657,26890.6056584602
72653659,26890.6056584602
72653660,25328.1552154792
72653661,25328.1552154792
72653672,25328.1552154792
72653674,25328.1552154792
72653684,26890.6056584602
72653695,26890.6056584602
72653696,28549.4409887733
72653699,25328.1552154792
72653702,25328.1552154792
72653703,25328.1552154792
72653704,25328.1552154792
72653705,25328.1552154792
72653707,26890.6056584602
72653713,25328.1552154792
72653714,24358.5954551408
72653724,27505.1064362314
72653728,17696.4563328117
72653730,26890.6056584602
72653736,26890.6056584602
72653748,25011.5596837848
72653749,26665.8727070915
72653751,32645.1770428453
72653759,24961.3348633192
72653767,25011.5596837848
72653843,19714.2125540961
72654154,27344.5156759185
72654312,40741.2508383725
72654335,40347.6569145285
72654337,40347.6569145285
72654340,40347.6569145285
72654349,42836.6346502944
72654384,28151.9868161387
72654386,28151.9868161387
72654388,27130.1633453627
72654390,44049.607521639
72654394,23524.3685855832
72654397,21729.277803581
72654398,23524.3685855832
72654402,28151.9868161387
72654403,22412.5433189695
72654404,23524.3685855832
72654405,23524.3685855832
72654406,24975.546525891
72654407,23524.3685855832
72654408,23524.3685855832
72654413,23524.3685855832
72654414,24975.546525891
72654418,23524.3685855832
72654419,28151.9868161387
72654427,26516.2451437367
72654430,24219.5513212834
72654432,24975.546525891
72654434,23524.3685855832
72654435,23524.3685855832
72654436,24575.7090015079
72654479,26516.2451437367
72654484,23524.3685855832
72656670,21449.258063886
72659491,34140.996399228
72659493,36247.0958957751
72659517,34140.996399228
72659569,34140.996399228
72659577,34140.996399228
72659582,34140.996399228
72659583,33594.4277198966
72659783,31545.2268007095
72659835,32405.6273590431
72659839,33491.1977239524
72659841,32405.6273590431
72659842,32405.6273590431
72659845,32405.6273590431
72659847,32405.6273590431
72660266,31862.8769586169
72660268,29870.9619455723
72660279,33286.8782104405
72660280,33828.4431751496
72660298,30850.8473969079
72660304,31352.7790582708
72660306,30356.9512399005
72660309,40483.037103106
72660313,42980.3662104509
72660314,31862.8769586169
72660315,30850.8473969079
72660429,38130.812684722
72660431,30850.8473969079
72661016,22602.8876942905
72661019,22602.8876942905
72661021,22602.8876942905
72661063,22166.0479861135
72661065,22602.8876942905
72661097,24946.3861239379
72661100,24946.3861239379
72661108,24946.3861239379
72661223,24946.3861239379
72661296,26485.2858866139
72661297,26485.2858866139
72661447,35520.5456144019
72661450,37711.7471353178
72661468,35520.5456144019
72661469,35520.5456144019
72661474,32232.8215663568
72661483,37711.7471353178
72661485,35520.5456144019
72661499,35520.5456144019
72661500,39592.0175212609
72661505,35520.5456144019
72661513,35867.0507647522
72661521,35867.0507647522
72661527,35867.0507647522
72661529,33732.508355495
72661532,36926.9795097651
72661540,37711.7471353178
72661545,35520.5456144019
72661552,37711.7471353178
72661567,38079.6275939388
72661570,35520.5456144019
72661574,33083.8892224502
72661575,36570.23457774
72661576,38451.0967495075
72661581,26649.6302609841
72661584,35520.5456144019
72661591,32232.8215663568
72661594,33406.6246368676
72661619,33083.8892224502
72661629,35520.5456144019
72661652,33083.8892224502
72661654,35520.5456144019
72661657,40038.1201188959
72661658,37711.7471353178
72661691,35520.5456144019
72661733,33083.8892224502
72661751,32232.8215663568
72661752,35520.5456144019
72661759,33083.8892224502
72661764,35520.5456144019
72661765,34562.4594008164
72661789,33732.508355495
72661805,35520.5456144019
72661829,33083.8892224502
72661830,35520.5456144019
72661838,37711.7471353178
72661846,33083.8892224502
72661857,37291.5648613133
72661862,33083.8892224502
72661871,33083.8892224502
72661887,35520.5456144019
72661893,35520.5456144019
72661895,40038.1201188959
72661897,35867.0507647522
72661905,35520.5456144019
72661918,35520.5456144019
72661941,35520.5456144019
72662163,32405.6273590431
72662273,29712.3244773214
72662306,29712.3244773214
72662307,29712.3244773214
72662363,31677.5551929178
72662450,31677.5551929178
72662466,31677.5551929178
72662503,31677.5551929178
72662506,35134.741435508
72662511,28716.485858942
72662513,28716.485858942
72662519,33631.6892276572
72662521,31677.5551929178
72662522,31677.5551929178
72662525,31677.5551929178
72662529,34548.998346149
72662532,31677.5551929178
72662533,42730.3825894847
72662536,31677.5551929178
72662545,31677.5551929178
72662546,31677.5551929178
72662547,34548.998346149
72662571,31677.5551929178
72662573,31677.5551929178
72662579,31677.5551929178
72662584,33631.6892276572
72662593,31677.5551929178
72662600,31677.5551929178
72662607,33631.6892276572
72662611,31677.5551929178
72662614,14031.9149684099
72662619,33631.6892276572
72662620,31677.5551929178
72662622,31677.5551929178
72662626,31677.5551929178
72662629,31677.5551929178
72662637,31677.5551929178
72662640,31677.5551929178
72662651,31677.5551929178
72662654,33631.6892276572
72662661,31677.5551929178
72662685,34548.998346149
72662694,55771.4146767245
72662699,31677.5551929178
72662719,31677.5551929178
72662723,40247.578518291
72662728,31677.5551929178
72662734,31677.5551929178
72662737,31677.5551929178
72662744,31677.5551929178
72662746,50609.3030578134
72662749,31677.5551929178
72662751,33631.6892276572
72662752,35706.370438543
72662761,31677.5551929178
72662773,31677.5551929178
72662782,33631.6892276572
72662786,31677.5551929178
72662801,31677.5551929178
72662803,31677.5551929178
72662804,31677.5551929178
72662805,31677.5551929178
72662807,31677.5551929178
72662810,31929.5552301296
72662812,31677.5551929178
72662813,31677.5551929178
72662819,31677.5551929178
72662821,38943.0095130575
72662822,31677.5551929178
72662826,34548.998346149
72662828,46603.7201552876
72662833,31677.5551929178
72662834,31677.5551929178
72662835,34548.998346149
72662842,31677.5551929178
72662845,34548.998346149
72662849,33631.6892276572
72662850,31677.5551929178
72662851,31677.5551929178
72662853,29260.313381887
72662854,31677.5551929178
72662855,35134.741435508
72662858,34548.998346149
72662859,28745.5321006597
72662860,31677.5551929178
72662861,40247.578518291
72662865,40247.578518291
72662867,31677.5551929178
72662874,34548.998346149
72662877,31677.5551929178
72662878,33631.6892276572
72662885,35706.370438543
72662889,31677.5551929178
72662890,33631.6892276572
72662891,40247.578518291
72662898,11993.2977326174
72662907,31677.5551929178
72662912,31677.5551929178
72662916,28745.5321006597
72662924,31677.5551929178
72662925,31677.5551929178
72662929,33631.6892276572
72662930,31677.5551929178
72662931,35706.370438543
72662941,31677.5551929178
72662952,31677.5551929178
72662959,42730.3825894847
72662963,31986.5717306706
72662978,35706.370438543
72662979,29260.313381887
72662982,31677.5551929178
72662986,31677.5551929178
72662992,46603.7201552876
72662993,34548.998346149
72662999,31677.5551929178
72663003,31677.5551929178
72663004,31677.5551929178
72663005,31677.5551929178
72663006,31677.5551929178
72663007,33631.6892276572
72663015,31677.5551929178
72663017,33631.6892276572
72663023,31677.5551929178
72663025,31677.5551929178
72663027,31677.5551929178
72663028,34548.998346149
72663029,55771.4146767245
72663032,34548.998346149
72663040,31677.5551929178
72663041,31677.5551929178
72663042,31677.5551929178
72663045,33631.6892276572
72663060,31677.5551929178
72663068,33631.6892276572
72663069,31677.5551929178
72663070,31677.5551929178
72663073,31677.5551929178
72663074,31677.5551929178
72663077,31677.5551929178
72663084,31677.5551929178
72663087,31677.5551929178
72663090,31677.5551929178
72663091,31677.5551929178
72663092,31677.5551929178
72663103,28745.5321006597
72663104,37909.0351740643
72663106,31677.5551929178
72663107,35706.370438543
72663111,37909.0351740643
72663113,37909.0351740643
72663114,31677.5551929178
72663118,38943.0095130575
72663119,31677.5551929178
72663121,31677.5551929178
72663123,34548.998346149
72663126,31677.5551929178
72663129,31677.5551929178
72663130,36680.2667828451
72663131,31677.5551929178
72663132,31677.5551929178
72663135,34548.998346149
72663137,34548.998346149
72663139,34548.998346149
72663143,31677.5551929178
72663146,29260.313381887
72663149,32981.69894737
72663157,33631.6892276572
72663159,31677.5551929178
72663160,31677.5551929178
72663176,31677.5551929178
72663182,28745.5321006597
72663184,34548.998346149
72663277,35546.5583800586
72665852,42034.3811592095
72665856,37291.5648613133
72666457,18164.7298783918
72666466,31677.5551929178
72666485,21273.8617522792
72666486,26513.7467202523
72666489,22081.6037235896
72666533,31677.5551929178
72666550,28149.3342691958
72666652,31677.5551929178
72666671,31677.5551929178
72666672,31677.5551929178
72666674,35706.370438543
72666679,31677.5551929178
72666680,31677.5551929178
72666685,33631.6892276572
72666687,33631.6892276572
72666695,25317.1813346676
72666835,31677.5551929178
72666841,31677.5551929178
72666843,31677.5551929178
72666854,35706.370438543
72666860,31677.5551929178
72666862,31677.5551929178
72666909,33940.8515541964
72666946,37579.8678949477
72666949,40347.6569145285
72667128,37711.7471353178
72667136,35520.5456144019
72667194,35520.5456144019
72667201,36332.2567072696
72667202,35520.5456144019
72667203,37711.7471353178
72667209,51263.283413349
72667230,34834.0499333918
72667233,35867.0507647522
72667234,35520.5456144019
72667254,35520.5456144019
72667256,35520.5456144019
72667257,35520.5456144019
72667260,37711.7471353178
72667262,40038.1201188959
72667273,35520.5456144019
72667276,29773.2086478979
72667281,37711.7471353178
72667282,35867.0507647522
72667285,35520.5456144019
72667286,35867.0507647522
72667287,35520.5456144019
72667290,35520.5456144019
72667313,35520.5456144019
72667520,41539.9947411907
72667527,40347.6569145285
72667528,40347.6569145285
72667532,38075.6903008467
72667536,40347.6569145285
72667537,41539.9947411907
72667538,40741.2508383725
72667539,37268.8194639436
72667544,45922.8051440586
72667545,37579.8678949477
72667637,25590.2375450382
72667639,20996.2067122142
72667644,23522.0222670383
72667710,11727.2608012015
72667712,17576.4330573665
72667760,25661.030077047
72667761,27868.0991781495
72667774,25950.1654354362
72667784,25534.7250808366
72667792,24723.6904506153
72667804,25534.7250808366
72667815,23969.9676420241
72667828,25125.9355774102
72667833,25950.1654354362
72667842,27550.9866217833
72667844,26458.9258684653
72667846,29250.559720793
72667859,34774.5202806318
72667870,33828.4431751496
72667880,33828.4431751496
72667885,29202.025229005
72667887,35340.2886212221
72667888,25950.1654354362
72667903,38130.812684722
72667918,23522.0222670383
72667922,31862.8769586169
72667930,38130.812684722
72667950,35915.2617995106
72667952,31862.8769586169
72667958,27550.9866217833
72667969,23905.4292469563
72668007,31352.7790582708
72668008,31352.7790582708
72668013,31862.8769586169
72668022,35915.2617995106
72668028,31862.8769586169
72668049,23522.0222670383
72668050,31862.8769586169
72668057,35340.2886212221
72668070,50131.1198266082
72668071,31862.8769586169
72668093,25950.1654354362
72668095,11727.2608012015
72668168,15949.5869421951
72668199,29677.1311750356
72668297,19369.2162774949
72668334,24327.8849304783
72668358,25590.2375450382
72668361,26977.6606956408
72668384,28844.855476654
72668387,27168.8553973087
72668393,28844.855476654
72668395,23990.4580141583
72668397,28844.855476654
72668409,25950.1654354362
72668544,25950.1654354362
72668558,24114.3313920361
72669019,25950.1654354362
72669048,25950.1654354362
72669277,25950.1654354362
72669398,25950.1654354362
72669417,27550.9866217833
72669540,25534.7250808366
72669584,25534.7250808366
72669718,25011.5596837848
72669720,23102.9847493071
72669721,25011.5596837848
72669804,35520.5456144019
72669849,35867.0507647522
72669913,35520.5456144019
72670019,19437.5381151679
72670022,27837.0627250105
72670025,19437.5381151679
72670031,21909.6433461081
72670032,23792.7739737743
72670034,19881.7223199207
72670037,19437.5381151679
72670041,19437.5381151679
72670042,19437.5381151679
72670043,34074.3224571799
72670045,19437.5381151679
72670046,19437.5381151679
72670050,21909.6433461081
72670051,19437.5381151679
72670056,19437.5381151679
72670057,21909.6433461081
72670060,22888.8191936747
72670062,19437.5381151679
72670066,20636.6064950057
72670077,27837.0627250105
72670083,21909.6433461081
72670088,18820.1625026347
72670092,19881.7223199207
72670095,21909.6433461081
72670100,20636.6064950057
72670102,14104.3890620932
72670104,23261.2116565692
72670107,16745.7321973291
72670111,20636.6064950057
72670114,19437.5381151679
72670118,19437.5381151679
72670120,20636.6064950057
72670125,26219.6193866788
72670126,19437.5381151679
72670127,14639.9151061094
72670128,27837.0627250105
72670131,29554.2833680443
72670137,11960.0979772886
72670138,19437.5381151679
72670144,19437.5381151679
72670145,19437.5381151679
72670147,19437.5381151679
72670151,19437.5381151679
72670155,19437.5381151679
72670157,23261.2116565692
72670158,19437.5381151679
72670159,19437.5381151679
72670167,27837.0627250105
72670188,19437.5381151679
72670189,23261.2116565692
72670192,19437.5381151679
72670193,17778.747688081
72670194,26219.6193866788
72670195,19437.5381151679
72670196,20636.6064950057
72670203,19126.3594543921
72670205,27837.0627250105
72670211,20636.6064950057
72670231,24696.1558973906
72670239,22410.3197922942
72670240,24696.1558973906
72670242,20636.6064950057
72670249,23792.7739737743
72670253,19437.5381151679
72670254,24696.1558973906
72670265,19437.5381151679
72670266,19437.5381151679
72670273,19437.5381151679
72670278,27837.0627250105
72670285,19437.5381151679
72670287,19437.5381151679
72670297,26219.6193866788
72670300,19437.5381151679
72670304,19437.5381151679
72670305,19437.5381151679
72670312,22410.3197922942
72670315,19437.5381151679
72670330,20636.6064950057
